Date,temperatureC,dewpointC,windspeedKMH,pressureMB,pressureTendencyMB,precipitationMM,cloudCoverOKTA,lowCloudCoverOKTA,HKm,visibilityKM,Caption,Subcaption
1/4/2015 0:00,23.7,20,7.2,1013.4,0.9,0.0/24h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/4/2015 3:00,26.8,20.3,10.8,1013.6,0.2,0.0/3h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
1/4/2015 6:00,28.7,21.4,14.4,1011.1,-2.5,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/4/2015 9:00,28,23,7.2,1010.9,-0.2,0.0/3h,4,2,0.6,12,Present weather reported from a manned weather station,Haze
1/4/2015 12:00,26.5,21.8,7.2,1012.1,1.2,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/4/2015 15:00,25.2,21.8,3.6,1012.6,0.5,0.0/3h,4,1,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/4/2015 18:00,24.4,21.6,0,1011.9,-0.7,0.0/6h,6,2,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/04/2015 18:00 UTC 
1/4/2015 21:00,24.1,21.4,3.6,1012.1,0.2,0.0/3h,6,2,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/04/2015 21:00 UTC 
1/5/2015 0:00,25,21.4,0,1013.9,1.8,0.0/24h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/5/2015 3:00,26.8,20.8,10.8,1012.8,-0.9,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/5/2015 6:00,28.6,22.3,10.8,1010.8,-2.5,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/5/2015 9:00,27.8,23.2,3.6,1010.4,0.1,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/5/2015 12:00,26.9,22.3,7.2,1012,1.6,0.0/6h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
1/5/2015 15:00,25.7,22,3.6,1012.1,0.1,0.0/3h,6,2,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/5/2015 18:00,25,21.8,0,1011.7,-0.4,0.0/6h,5,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 01/05/2015 18:00 UTC 
1/5/2015 21:00,24.3,21.8,3.6,1011.8,0.1,0.0/3h,5,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 01/05/2015 21:00 UTC 
1/6/2015 0:00,25.4,21.1,3.6,1011.6,1.5,0.0/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
1/6/2015 3:00,26.8,22.7,10.8,1012.7,-0.6,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/6/2015 6:00,28.6,22.9,7.2,1009.9,-2.8,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/6/2015 9:00,29.3,21.7,10.8,1009.9,0,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/6/2015 12:00,27.1,19.9,7.2,1011.3,1.4,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,Haze
1/6/2015 15:00,26.4,20.4,3.6,1012.2,0.9,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/6/2015 18:00,25.2,21.5,3.6,1011.1,-1.1,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/6/2015 21:00,24.4,21.2,3.6,1010.7,-0.4,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/7/2015 0:00,25.1,20.9,3.6,1012.9,2.2,0.0/24h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/7/2015 3:00,26.4,22.7,10.8,1012.9,0,0.0/3h,7,4,0.6,12,Present weather reported from a manned weather station,Haze
1/7/2015 6:00,28.4,22.3,7.2,1010.7,-2.2,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/7/2015 9:00,28,21.2,3.6,1012,1.3,0.254/3h,5,3,0.6,12,Present weather reported from a manned weather station,Haze
1/7/2015 12:00,26.1,20.2,3.6,1013.1,1.1,0.254/6h,5,2,0.6,10,Present weather reported from a manned weather station,Haze
1/7/2015 15:00,25.8,19.4,10.8,1014,0.9,0.0/3h,4,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/7/2015 18:00,25.3,20.1,3.6,1012.8,-1.2,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/7/2015 21:00,24.7,19.7,3.6,1013.2,0.4,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/8/2015 0:00,26,18.8,10.8,1015.3,2.1,0.254/24h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/8/2015 3:00,28,17.7,7.2,1015.6,0.3,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/8/2015 6:00,29.3,18.2,18,1012.7,-2.9,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/8/2015 9:00,28.1,18.9,14.4,1013.2,0.5,0.0/3h,4,2,0.6,12,Present weather reported from a manned weather station,Haze
1/8/2015 12:00,26.9,19.2,7.2,1014.5,1.3,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/8/2015 15:00,25.3,20.1,3.6,1015.2,0.7,0.0/3h,6,2,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/8/2015 18:00,24.4,20.2,3.6,1014.7,-0.5,0.0/6h,7,3,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/08/2015 18:00 UTC 
1/8/2015 21:00,22.8,21.3,7.2,1015.3,0.6,0.0/3h,7,4,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/08/2015 21:00 UTC 
1/9/2015 0:00,23.5,21.4,3.6,1016.4,1.1,0.0/24h,8,4,0.6,12,Present weather reported from a manned weather station,Haze
1/9/2015 3:00,24,20,10.8,1015.9,-0.5,0.8/3h,8,4,0.6,12,Present weather reported from a manned weather station,Rain (not freezing) at the station during the preceding hour but no at the time of observation. Not falling as shower(s)
1/9/2015 6:00,26.5,20.9,3.6,1013,-2.9,0.8/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/9/2015 9:00,26.9,19.2,14.4,1014.1,1.1,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/9/2015 12:00,24.9,19,0,1015.7,1.6,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/9/2015 15:00,23.9,18.7,0,1015.5,-0.2,0.0/3h,6,2,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/9/2015 18:00,22.7,18.8,0,1014.9,-0.6,0.0/6h,6,2,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/09/2015 18:00 UTC 
1/9/2015 21:00,22.1,18.1,0,1015.2,0.3,0.0/3h,5,2,0.6,10,No WW data. Ogimet extension,Broken. Night. At 01/09/2015 21:00 UTC 
1/10/2015 0:00,24.3,17.8,0,1016.3,1.1,0.8/24h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/10/2015 3:00,26.6,19.2,10.8,1015.6,-0.7,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/10/2015 6:00,27.3,19.5,7.2,1012.7,-2.9,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/10/2015 9:00,26.7,17.9,10.8,1013.5,0.8,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/10/2015 12:00,24.5,17.9,3.6,1016,2.5,0.0/6h,5,2,0.6,10,Present weather reported from a manned weather station,Haze
1/10/2015 15:00,23.6,18.2,7.2,1015.9,0.1,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/10/2015 18:00,22.8,18.3,3.6,1014.4,-1.5,0.0/6h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/10/2015 21:00,22.7,18.6,7.2,1014.3,-0.1,0.0/3h,6,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/11/2015 0:00,23.9,18.7,3.6,1015.7,1.4,0.0/24h,4,1,0.6,12,Present weather reported from a manned weather station,Haze
1/11/2015 3:00,25.6,19.8,10.8,1015.1,-0.6,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/11/2015 6:00,28,19.6,3.6,1011.5,-3.6,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/11/2015 9:00,27.6,18.5,10.8,1012.8,1.3,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/11/2015 12:00,25.2,19.2,3.6,1014.8,2,0.0/6h,5,2,0.6,10,Present weather reported from a manned weather station,Haze
1/11/2015 15:00,24.3,19.8,0,1015.5,0.7,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/11/2015 18:00,23.6,19.6,0,1013.4,-2.1,0.0/6h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/11/2015 21:00,23.4,20,3.6,1013.7,0.3,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/12/2015 0:00,24.4,20,3.6,1015.4,1.7,0.0/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
1/12/2015 3:00,26.1,18.7,10.8,1015,-0.4,0.0/3h,6,4,0.6,12,Present weather reported from a manned weather station,Haze
1/12/2015 6:00,28.5,19.2,7.2,1012.1,-2.9,0.0/6h,7,4,0.6,12,Present weather reported from a manned weather station,Haze
1/12/2015 9:00,28.4,18.6,10.8,1012.7,0.6,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/12/2015 12:00,26.1,19.2,7.2,1015,2.3,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/12/2015 15:00,25.3,19.1,3.6,1014.8,-0.2,0.0/3h,4,2,0.6,12,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/12/2015 18:00,24.3,20.4,0,1013.3,-1.5,0.0/6h,6,3,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/12/2015 18:00 UTC 
1/12/2015 21:00,23.5,20.2,0,1013.2,-0.1,0.0/3h,5,2,0.6,10,No WW data. Ogimet extension,Broken. Night. At 01/12/2015 21:00 UTC 
1/13/2015 0:00,24,19,3.6,1015.3,2.1,0.0/24h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/13/2015 3:00,26.1,19.2,14.4,1014.7,-0.6,0.0/3h,8,4,0.6,12,Present weather reported from a manned weather station,Haze
1/13/2015 6:00,27.7,22.1,10.8,1012.4,-2.3,0.0/6h,7,4,0.6,12,Present weather reported from a manned weather station,Haze
1/13/2015 9:00,28.7,19.8,10.8,1012.5,0.1,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/13/2015 12:00,26.8,19.5,7.2,1014.2,1.7,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/13/2015 15:00,25.9,19.5,10.8,1014.8,0.6,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/13/2015 18:00,24.6,20.8,0,1013.9,-0.9,0.0/6h,7,3,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/13/2015 18:00 UTC 
1/13/2015 21:00,24.2,20.4,0,1013.7,-0.2,0.0/3h,8,4,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/13/2015 21:00 UTC 
1/14/2015 0:00,24.9,20.1,0,1014.9,1.2,0.0/24h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/14/2015 3:00,26.7,20.2,14.4,1014.9,0,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/14/2015 6:00,26.6,22.1,10.8,1012.7,-2.2,0.0/6h,8,4,0.6,12,Present weather reported from a manned weather station,Haze
1/14/2015 9:00,26.7,22.2,10.8,1013.1,0.4,0.9/3h,7,4,0.6,12,Present weather reported from a manned weather station,Haze
1/14/2015 12:00,25.8,21.4,7.2,1014.3,1.2,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,Haze
1/14/2015 15:00,25.4,20.8,7.2,1014.7,0.4,0.0/3h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/14/2015 18:00,23.7,21.6,7.2,1013.5,-1.2,0.0/6h,6,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/14/2015 21:00,23.2,21.5,7.2,1013.5,0,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/15/2015 0:00,24.1,21.3,10.8,1015.2,1.7,0.254/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
1/15/2015 3:00,27.4,21.8,7.2,1015.1,-0.1,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/15/2015 6:00,28,22.3,7.2,1012.4,-2.7,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/15/2015 9:00,27.8,22.8,7.2,1012,-0.4,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/15/2015 12:00,26.7,19.8,0,1013.3,1.3,0.0/6h,6,2,0.6,10,Present weather reported from a manned weather station,Haze
1/15/2015 15:00,25.6,20.2,0,1014.3,1,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/15/2015 18:00,24.5,20.7,0,1013,-1.3,0.0/6h,5,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/15/2015 21:00,24.2,20.8,3.6,1013.2,0.2,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/16/2015 0:00,25.2,21,7.2,1013.8,0.6,0.0/24h,6,2,0.6,10,Present weather reported from a manned weather station,Haze
1/16/2015 6:00,27.1,21.4,7.2,1011.8,-2.6,0.0/6h,7,4,0.6,12,Present weather reported from a manned weather station,Haze
1/16/2015 9:00,28.1,20.2,10.8,1012,0.2,0.0/3h,7,4,0.6,12,Present weather reported from a manned weather station,Haze
1/16/2015 12:00,26,19.9,0,1013.4,1.4,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/16/2015 15:00,25,20.2,0,1014.3,0.9,0.0/3h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/16/2015 18:00,24.8,18.9,7.2,1013.3,-1,0.0/6h,6,3,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/16/2015 18:00 UTC 
1/16/2015 21:00,23.8,18.6,10.8,1012.6,-0.7,0.0/3h,7,4,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/16/2015 21:00 UTC 
1/17/2015 0:00,23.8,18.3,0,1014.7,2.1,0.0/24h,7,2,0.6,10,Present weather reported from a manned weather station,Haze
1/17/2015 3:00,27.3,18.1,14.4,1014.2,-0.5,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/17/2015 6:00,27.4,17.9,21.6,1011.5,-2.7,0.0/6h,7,4,0.6,12,Present weather reported from a manned weather station,Haze
1/17/2015 9:00,25.5,18.9,18,1011.2,-0.3,0.0/3h,7,4,0.6,12,Present weather reported from a manned weather station,Haze
1/17/2015 12:00,25.6,17.8,7.2,1013,1.8,0.0/6h,7,4,0.6,10,Present weather reported from a manned weather station,Haze
1/17/2015 15:00,24.2,19,7.2,1013.6,0.6,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/17/2015 18:00,24,18.3,18,1011.8,-1.8,0.0/6h,6,3,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/17/2015 18:00 UTC 
1/17/2015 21:00,23.4,17.7,7.2,1012.2,0.4,0.0/3h,6,3,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/17/2015 21:00 UTC 
1/18/2015 0:00,22,17.6,3.6,1012.7,0.5,0.0/24h,8,4,0.6,10,Present weather reported from a manned weather station,Haze
1/18/2015 3:00,22.9,17.4,14.4,1012.5,-0.2,0.254/3h,8,4,0.6,10,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
1/18/2015 6:00,21,19.6,7.2,1010.3,-2.2,6.0/6h,8,4,0.6,10,Present weather reported from a manned weather station,"Rain, not freezing, intermittent, moderate at time of observation"
1/18/2015 12:00,20.6,19.3,14.4,1011.8,1.5,10.0/6h,8,4,0.6,10,Present weather reported from a manned weather station,"Rain, not freezing, intermittent, slight at time of observation"
1/18/2015 15:00,20.8,19.5,10.8,1012.6,0.8,1.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/18/2015 18:00,20.7,19.4,14.4,1011.6,-1,0.0/6h,8,4,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/18/2015 21:00,20.7,19.7,7.2,1011.4,0.2,0.5/3h,8,4,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/19/2015 0:00,22.3,20,0,1012.8,1.4,17.0/24h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/19/2015 3:00,27.4,20.4,7.2,1013.4,0.6,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/19/2015 6:00,27.5,22.6,7.2,1011.5,-1.9,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/19/2015 9:00,27,23.9,7.2,1011.2,-0.3,0.0/3h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
1/19/2015 12:00,26,23.8,0,1012,0.8,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,Haze
1/19/2015 15:00,26,23.3,3.6,1013.9,1.9,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/19/2015 18:00,25.3,22.3,3.6,1012.7,-1.2,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/19/2015 21:00,25,22,0,1012.8,0.1,0.0/3h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/20/2015 0:00,25.7,21.4,0,1013.9,1.1,0.0/24h,7,3,0.6,10,Present weather reported from a manned weather station,Haze
1/20/2015 3:00,26.3,21.8,10.8,1015,1.1,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,Haze
1/20/2015 6:00,28.3,21.7,7.2,1012.6,-2.4,0.0/6h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
1/20/2015 9:00,29.3,21.1,10.8,1012.4,-0.2,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/20/2015 12:00,27.5,21.9,7.2,1014.5,2.1,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/20/2015 15:00,26.2,22,7.2,1015,0.5,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/20/2015 21:00,25.2,21.6,0,1014.7,0.5,0.0/3h,7,3,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/20/2015 21:00 UTC 
1/21/2015 0:00,26,21.9,0,1016.3,1.6,0.0/24h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/21/2015 3:00,28.5,23.6,7.2,1015.6,-0.7,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/21/2015 6:00,29,22.2,10.8,1012.7,-2.9,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/21/2015 9:00,28.2,22.8,10.8,1012.5,-0.2,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/21/2015 12:00,26.8,24.3,7.2,1014.1,1.6,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
1/21/2015 15:00,26.5,23.1,14.4,1014.8,0.7,0.0/3h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/21/2015 18:00,24.6,22.4,18,1013.9,-0.8,0.0/6h,6,3,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/21/2015 18:00 UTC 
1/21/2015 21:00,24.1,21.6,18,1013.7,-0.2,0.0/3h,6,3,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 01/21/2015 21:00 UTC 
1/22/2015 0:00,24.5,21,18,1015.5,1.8,0.0/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
1/22/2015 3:00,27.2,21.7,21.6,1016.3,0.8,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/22/2015 6:00,28.4,21,21.6,1012.6,-3.6,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/22/2015 9:00,28.8,20.9,10.8,1012.2,-0.4,0.0/3h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
1/22/2015 12:00,26.5,20.5,10.8,1014.2,2,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/22/2015 15:00,24.5,21.3,10.8,1015.1,0.9,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/22/2015 18:00,24.3,21.2,0,1014,-1.1,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/22/2015 21:00,24.1,20.7,3.6,1013.6,-0.4,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
1/23/2015 0:00,25.1,20.3,7.2,1015.2,1.6,0.0/24h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/23/2015 3:00,26.3,20.1,7.2,1015,-0.2,0.0/3h,7,4,0.6,12,Present weather reported from a manned weather station,Haze
1/23/2015 6:00,28,19.3,10.8,1012.6,-2.4,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
1/23/2015 9:00,27,18.8,10.8,1013.1,0.5,-,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/23/2015 12:00,25,18.6,3.6,1014.4,1.3,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
1/23/2015 15:00,24.2,18.6,7.2,1015.2,0.8,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/23/2015 18:00,24,18.8,3.6,1014.2,-1,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
1/23/2015 21:00,23.8,19.7,7.2,1014.8,0.6,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
1/24/2015 0:00,24.2,19.2,0,1016.5,1.7,0.0/24h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/24/2015 3:00,26.8,19.4,14.4,1017.6,1.1,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/24/2015 6:00,27,19.4,10.8,1015.4,-2.2,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
1/24/2015 9:00,26.5,18.4,18,1015.7,0.3,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
